date,bases,open_access_bases,bytes,open_access_bytes
"12/16/2011",227084841909874,166888038493415,229324267673364,195940802428139
"12/17/2011",227094328174930,166897524758471,229332508166718,195949042921493
"12/18/2011",227102127974030,166897524758471,229335238182523,195949042921493
"12/19/2011",228985872235724,168164595472455,230564956163846,196922249631595
"12/20/2011",229316473583824,168268726058355,230734786352527,196993963493198
"12/21/2011",229558043015639,168510295490170,230887850908542,197147028049213
"12/22/2011",230231357428160,169183609902691,231373306828672,197632483969343
"12/23/2011",230890823602065,169843076076596,231856203907463,198115381048134
"12/24/2011",231024549109070,169976801583601,231949797429050,198208974569721
"12/25/2011",231048815009161,170001067483692,231967921864032,198227099004703
"12/26/2011",231216360876426,170168613350957,232117601127848,198376778268519
"12/27/2011",231439799418180,170392051892711,232268757773499,198527934914170
"12/28/2011",231634515026758,170586767501289,232372904377618,198632081518289
"12/29/2011",231950284582812,170902537057343,232604904839123,198864081979794
"12/30/2011",232050822934546,171003075409077,232669703073801,198928880214472
"12/31/2011",232108777990661,171061030465192,232710984584366,198970161725037
"01/01/2012",232193674962393,171145927436924,232777840897751,199037018038422
"01/02/2012",232488718453355,171440970927886,232973254160640,199232431301311
"01/03/2012",233398311994074,172350564468605,233690713369233,199949890509904
"01/04/2012",234713123879452,173665376353983,234452934998732,200712112139403
"01/05/2012",235436610745230,174388863219761,234935022332620,201194199473291
"01/06/2012",235985415899547,174937668374078,235308962243624,201568139384295
"01/07/2012",236312074916326,175264327390857,235512828444724,201772005585395
"01/08/2012",236342234403726,175294486878257,235532223332232,201791400472903
"01/09/2012",236885113791393,175837366265924,235896570902252,202155748042923
"01/10/2012",237960480910394,176912733384925,236756082421918,203015259562589
"01/11/2012",238797224519470,177749476994001,237214022434576,203473199575247
"01/12/2012",239335293881449,178287546355980,237532562392679,203791739533350
"01/13/2012",240989634831336,179941887305867,238440644461330,204699821602001
"01/14/2012",241467927537786,180420180012317,238740013893928,204999191034599
"01/15/2012",241644351354082,180596603828613,238854109780123,205113286920794
"01/16/2012",241819334432533,180771586907064,238963022365935,205222199506606
"01/17/2012",243070782126994,181742625754305,239802480870976,205931335994800
"01/18/2012",243443119250026,182114962877337,240050073556244,206178928680068
"01/19/2012",244002555678646,182674399305957,240441328706191,206570183830015
"01/20/2012",244336554080130,183008397707441,240650750221997,206779605345821
"01/21/2012",244439574389731,183111418017042,240718505679664,206847360803488
"01/22/2012",244541623066347,183213466693658,240791998912395,206920854036219
"01/23/2012",245427132740126,184098976367437,241318171543396,207447026667220
"01/24/2012",245650884029485,184322727656796,241464752120275,207593607244099
"01/25/2012",246153813764439,184820068143814,241764658978908,207890823588844
"01/26/2012",246224787556154,184891041935529,241813225180300,207939389790236
"01/27/2012",246948272082955,185614526462330,242317803398584,208443968008520
"01/28/2012",247020957642631,185687212022006,242369371142761,208495535752697
"01/29/2012",247058472117677,185724726497052,242386971601741,208513136211677
"01/30/2012",247348215004791,186014469384166,242586610033419,208712774643355
"01/31/2012",248167922238415,186834176617790,243203523750206,209329688360142
"02/01/2012",249066301388100,187732555767475,243778683914985,209904848524921
"02/02/2012",249404945165050,188071199544425,244034476907043,210160641516979
"02/03/2012",250213309133577,188762532432352,244550084548184,210628081856261
"02/04/2012",250234995453022,188767082203701,244561978785755,210633083721888
"02/05/2012",250953138762530,189184448205581,244953772332783,210910836824263
"02/06/2012",251254442532433,189485751975484,245156626034278,211113690525758
"02/07/2012",251688357233622,189846513497929,245452722946926,211372663479113
"02/08/2012",252676802305939,190562418407278,246071907178840,211853765667755
"02/09/2012",253184336551612,191069952652951,246465339037655,212247197526570
"02/10/2012",254034857149328,191770902343667,246988885461672,212706177728216
"02/11/2012",254409057757372,192028652060611,247222258761665,212890894263721
"02/12/2012",254412313713177,192031908016416,247230157272197,212898792774253
"02/13/2012",254645003321570,192264597624809,247480958001879,213149593503935
"02/14/2012",255249285237782,192868879541021,247911920506785,213580556008841
"02/15/2012",256031480247308,193651074550547,248430010131658,214098645633714
"02/16/2012",256388621765430,194008216068669,248665095875549,214333731377605
"02/17/2012",256612863560829,194202301584060,248804332702375,214458781529989
"02/18/2012",256657977604029,194247415627260,248833226388357,214487675215971
"02/19/2012",258097062893249,194247530279321,249477504633871,214487943283449
"02/20/2012",259533057887195,194351293115611,250150936665071,214557020317522
"02/21/2012",260120040594224,194652027311056,250470289622396,214756735425929
"02/22/2012",260306028952143,194838015668975,250591173113233,214877618916766
"02/23/2012",260643068854573,195175055571405,250814807493519,215101253297052
"02/24/2012",260777017247701,195309003964533,250909272405829,215195718209362
"02/25/2012",260794168904661,195326155621493,250923815684981,215210261488514
"02/26/2012",260796145572981,195328132289813,250924799130129,215211244933662
"02/27/2012",261156858977447,195620640980991,251192807265902,215446933182423
"02/28/2012",263690938327022,196126854331590,252577915460567,215804642558205
"02/29/2012",265890298858070,197113867057262,253909539104957,216522457350335
"03/01/2012",266915905394559,197789763195087,254539243752136,216960511012470
"03/02/2012",268326740972620,198483116599988,255376999798323,217425794753135
"03/03/2012",269049611288934,199205986916302,255848747748528,217897542703340
"03/04/2012",272134046774581,200147479444733,257502267181651,218454389417790
"03/05/2012",273990871858492,200437378925196,258491247884178,218644381160961
"03/06/2012",274647339283610,200548933171618,258853505647030,218733875275234
"03/07/2012",275748995865876,200853920761492,259431514540241,218908681069981
"03/08/2012",275792967833291,200897892728907,259460774448044,218937940977784
"03/09/2012",276418692420990,201523617316606,259875216828131,219352383357871
"03/10/2012",276709847936870,201814772832486,260037254655265,219514421185005
"03/11/2012",278294717062050,201930269898190,260800806784203,219585632415789
"03/12/2012",284437890402340,202373384230801,263784747933242,219868738899422
"03/13/2012",285476615807999,202546853402856,264310090462557,219990516030143
"03/14/2012",285743468448592,202675613352431,264463993953413,220077867684598
"03/15/2012",286100405230720,203032550134559,264679225611917,220293099343102
"03/16/2012",286417183452143,203349328355982,264883126438232,220497000169417
"03/17/2012",286530787437343,203349328355982,264929563887443,220497000169417
"03/19/2012",286733813900335,203552354818974,265066430439047,220633866721021
"03/20/2012",289166700909655,204127795027458,266421800364109,221000422763978
"03/21/2012",290628930187844,204669901194343,267159194775209,221419270631096
"03/22/2012",291107572468379,205107250462974,267499820487971,221736343987684
"03/23/2012",292426566294104,206426244288699,268412234699134,222648758198847
"03/24/2012",298387298465563,206435363169292,271521219110310,222659309563176
"03/25/2012",298390475022522,206438539726251,271523574100602,222661664553468
"03/26/2012",298484252359099,206532317062828,271585633407956,222723723860822
"03/27/2012",299547958170572,206962943472467,272104642832546,223011885611367
"03/28/2012",301265027675016,207422398295411,272915306173332,223332275782394
"03/29/2012",301664270401388,207758418387111,273116243788735,223503942026609
"03/30/2012",301709790475188,207803938460911,273147655596526,223535353834400
"03/31/2012",301715808630544,207809956616267,273151848380672,223539546618546
"04/01/2012",301770557424271,207864705409994,273189198026661,223576896264535
"04/02/2012",302490270284839,208414645890762,273829491777860,224151977186775
"04/03/2012",303144235821783,208986870889606,274261406759960,224551946436698
"04/04/2012",311086167698233,209162765825092,277775584775676,224666669889822
"04/05/2012",318653255309432,209432887463551,281011191188435,224867664804267
"04/06/2012",321648914351554,209710048757977,282444118730157,225058297154599
"04/07/2012",321649793121226,209710927527649,282446223845595,225060402270037
"04/08/2012",321754640327642,209815774734065,282510387104989,225124565529431
"04/09/2012",332063853383806,210361080456807,287746456833368,225461340726965
"04/10/2012",340135540496552,210907052489496,291929777133202,225800933972323
"04/11/2012",342678984853731,212318049690385,293413180848450,226692320040937
"04/12/2012",346777204634951,212565633583525,295451311566230,226856374698196
"04/13/2012",353890466490700,213821478400493,299272065776418,227651311410740
"04/14/2012",360724220131931,216093118798623,303121383349565,229034505956548
"04/15/2012",375674912921024,229738045572668,312533009697937,237755586430316
"04/16/2012",377983133115999,230690838153805,313766055691514,238445133324895
"04/17/2012",378802409934315,230921420485221,314096971385082,238599746143357
"04/18/2012",388132597205257,231372036317088,318009423157074,238904684804666
"04/19/2012",390646327864827,231485358079938,319235519769915,238987899909523
"04/20/2012",391395264281920,232013066847231,319687118212817,239368573198351
"04/21/2012",391951826082171,232569628647482,320049276581438,239730731566972
"04/22/2012",392897057921271,233514860486582,320650472921058,240331927906592
"04/23/2012",394265586729864,234616301448475,321488603950423,241055612853937
"04/24/2012",395481487282336,234826159996264,322041237721373,241200738516153
"04/25/2012",396771244871856,235193789407736,322776338860660,241409780241264
"04/26/2012",397218695348201,235641239884081,323064165587682,241697606968286
"04/27/2012",403061077573355,241483622109235,326853818280204,245487259660808
"04/28/2012",403121875944696,241544420480576,326894050071290,245527491451894
"04/29/2012",403124790637966,241547335173846,326899864928807,245533306309411
"04/30/2012",403532125665679,241954670201559,327158770280984,245792211661588
"05/01/2012",404040587186254,242463131722134,327478175615495,246111616996099
"05/02/2012",404292739383167,242619134860759,327634811322304,246214841243687
"05/03/2012",404901677942634,243063774739911,328024191865535,246525812183484
"05/04/2012",405289457357714,243451554154991,328312509651132,246814129969081
"05/05/2012",405299704763698,243461801560975,328320590228480,246822210546429
"05/06/2012",405448108562096,243610205359373,328423976648311,246925596966260
"05/07/2012",405977211576115,244139308373392,328771910945624,247273531263573
"05/08/2012",406276134688467,244438231485744,328982260529654,247483880847603
"05/09/2012",407070459471130,244664931304803,329437228013007,247625225121768
"05/10/2012",408229417221087,244979507960803,330003399436513,247831628206304
"05/11/2012",409123876093375,245635730463091,330592113095897,248317143489318
"05/12/2012",409271291024577,245656560153793,330676084750582,248331587991902
"05/13/2012",409277394964144,245662664093360,330681806446050,248337309687370
"05/14/2012",409741788913163,246127058042379,330963949219700,248619452461020
"05/15/2012",410941425132236,247280553964988,331826228890173,249459527446147
"05/16/2012",411127252891067,247328698235149,331967654866564,249493560609606
"05/17/2012",413408921934101,249537405619903,333347581440663,250816543717484
"05/18/2012",418639386750953,254564475472088,336566035554519,253940655084618
"05/19/2012",418648926788411,254574015509546,336572593777105,253947213307204
"05/20/2012",418831629956353,254581946462328,336664954624869,253952609479181
"05/21/2012",419203964665210,254910548805147,336884800325995,254151916570175
"05/22/2012",421040393840048,256347644482528,337942298972505,255020952422982
"05/23/2012",421360573094003,256438566733333,338111346180459,255081361148624
"05/24/2012",421434462641032,256512456280362,338166283078251,255136298046416
"05/25/2012",424250560990116,256950598181076,339837908580369,255450182997865
"05/26/2012",430005884444075,257030693658355,343160702505333,255507985333014
"05/27/2012",430071932572988,257096741787268,343194600947659,255541883775340
"05/28/2012",430292753801294,257135997702624,343305577154941,255566215402543
"05/29/2012",435182408858593,257227564506908,346578320150478,255651960065460
"05/30/2012",440122206176692,260580203511298,349984086796912,257925432333003
"05/31/2012",442349407630724,262667562481760,351484340204138,259334851990285
"06/01/2012",443073501402833,263121353752667,351905396719548,259631744323308
"06/02/2012",465220638328301,263124228045698,361659505379267,259634894246414
"06/03/2012",465872876623232,263272652057979,362134247961180,259732045365972
"06/04/2012",467433982112418,263775774731093,363173724918710,260069834989824
"06/05/2012",468137888594974,263978201753349,363694449741079,260218194015534
"06/06/2012",469572055169661,264385966578446,364722398898899,260501353626277
"06/07/2012",470252815273302,264548094824077,365201480988692,260596604625625
"06/08/2012",471845106491412,264866774311335,366338094681124,260796999625768
"06/09/2012",472156842336214,264928594219447,366569695610923,260838603363679
"06/10/2012",472184007849659,264955759732892,366586290539500,260855198292256
"06/11/2012",474135867538863,265310518281428,367501945720925,261073951936303
"06/12/2012",477293869904792,266589011936373,369482327931434,262082824618633
"06/13/2012",478012536429760,266663833621141,369860992756590,262131292004893
"06/14/2012",478291039556916,266761993350364,369994313652254,262188096702075
"06/15/2012",479913506327151,267082568104069,371108136602148,262402031034820
"06/16/2012",480179750368107,267084700718985,371301710467863,262404395791158
"06/17/2012",483137023489806,267297453380184,373482541226141,262563101618448
"06/18/2012",483791576911200,267702171993558,373940355742818,262824059868108
"06/19/2012",489035040889936,267871577090584,377224485614066,262936126441746
"06/20/2012",491807287607372,267987126233070,379273472349598,263099974173328
"06/21/2012",494421114522209,268341641640657,381240834141752,263364395593911
"06/22/2012",497075374676793,268369438124991,383240700163421,263386683303140
"06/23/2012",501094476761972,268595383313690,386255660301321,263530915820223
"06/24/2012",504536849485632,268655133106110,388829139025604,263569547980110
"06/25/2012",509210789798186,269047284101474,392377191331183,263902371252575
"06/26/2012",511998111334069,269250052142687,394428926254688,264044629942917
"06/27/2012",521007722646564,269456363479782,401321051521195,264247562838222
"06/28/2012",523723388970417,269553967993965,403207920660807,264304931337570
"06/29/2012",530819902783925,269617586052483,408644722978373,264366493374830
"06/30/2012",536019321978170,269885689161088,412616804387411,264594582846138
"07/01/2012",538472014523954,270250597340092,414406107898365,264802575713134
"07/02/2012",539576353562230,270499440656728,415276080736133,265017467688435
"07/03/2012",540781017161925,271032606448191,416156559568200,265422428361908
"07/04/2012",546583362965712,271290148673958,420611935550899,265585618229793
"07/05/2012",550308534254303,271354681092479,423522505110945,265659237676979
"07/06/2012",555503772946273,271759788592469,427610150274980,266048009438125
"07/07/2012",559662386919823,271816046688189,430815680217142,266093111491167
"07/08/2012",563785836256731,271851102070907,433977419103373,266125328499609
"07/09/2012",568393193157228,272578964974144,437401123677439,266586747927693
"07/10/2012",569568594384206,272600660591772,438289079096590,266605709916122
"07/11/2012",571259075419746,274211230798112,439354627556166,267631050343677
"07/12/2012",571543323841866,274495479220232,439534749730718,267811172518229
"07/13/2012",571931500948767,274883656327133,439782655360503,268059078148014
"07/14/2012",579742218742497,274937454337733,445769230890587,268098794026808
"07/15/2012",581163622471507,274947708530303,446860011337851,268106682177723
"07/16/2012",582536158058147,275232625328953,447873384600551,268288388231076
"07/17/2012",583691151542181,275848925131657,448673087393696,268678592648490
"07/18/2012",585470080354973,275911860924519,450028537007603,268721670217165
"07/19/2012",586828890560460,275970693370786,451075928376850,268771410303988
"07/20/2012",593454528949025,276406474379981,456101944443925,269052772008124
"07/21/2012",598622767584025,276406474379981,460054802300154,269052772008124
"07/22/2012",603664253095764,277658491252015,463783149307304,269883865353037
"07/23/2012",604528802740871,278036551999770,464278923779797,270115377484862
"07/24/2012",606274849518828,278114188370707,465673774934186,270164508809672
"07/25/2012",614467730868913,278135777993452,472107239308497,270180233403018
"07/26/2012",619189580419024,279342015883599,475611011409744,270994012719555
"07/27/2012",623451513978306,279456042776827,478848697412713,271076271060403
"07/28/2012",630553397880900,279470567463001,484271329611268,271086484699819
"07/29/2012",632260046328760,279477038899321,485628970017521,271090653662724
"07/30/2012",633849731357771,279530146517572,486885306834374,271128370100298
"07/31/2012",635327125655625,280004827981222,487891171783147,271435071175423
"08/01/2012",639761131306573,280336868708880,491425520646768,271773736359563
"08/02/2012",642833723571911,280383858546865,493872273813986,271851889537588
"08/03/2012",651842057790154,283949414119359,500009527740961,274105663750905
"08/04/2012",659941739202294,290013874089434,505346686435050,277866894578180
"08/05/2012",663193898482602,290013908875592,507843139339441,277866977924790
"08/06/2012",667214968196968,290581838683268,510493963670678,278220522164425
"08/07/2012",672789865184741,292816265376112,514582787815534,279642495912021
"08/08/2012",674176924532281,292912106020919,515661913572716,279705180132675
"08/09/2012",676113715532515,293616369519178,517049064908333,280124057334624
"08/10/2012",677058010248226,294108839855694,517691137603548,280408102782646
"08/11/2012",677458341518288,294114716628116,518000932185175,280415067947501
"08/12/2012",678558400775752,294114792574790,518869924292922,280415231060789
"08/13/2012",684616163706640,296541738285320,522788084583589,282407707890407
"08/14/2012",685914573551188,297444265833087,523493151173702,282857388014356
"08/15/2012",694496022737650,297760305268857,529863907850692,283050808426954
"08/16/2012",697692059095067,297769181046296,532208347192642,283060306344298
"08/17/2012",703977635103491,299623268124545,536724336592447,284197434307420
"08/18/2012",709411199625488,299741891886777,540806652375761,284273209294822
"08/19/2012",712561041414824,299741893967293,543196685716652,284273210752519
"08/20/2012",718885132173638,301157795227585,547825798577114,285243948467673
"08/21/2012",719605597153402,301616349983039,548371391947912,285599735548288
"08/22/2012",721747092235865,302103928415764,549926477134301,285905412323097
"08/23/2012",723677051173745,302455412063084,551368136585064,286135927350582
"08/24/2012",724037468210997,302556118373186,551627366384783,286202383929136
"08/25/2012",724037679194146,302556329356335,551627831763068,286202849307421
"08/26/2012",724041396595904,302560046758093,551630197541887,286205215086240
"08/27/2012",724315794729623,302743121712872,551824470833611,286329361840593
"08/28/2012",730617389138327,309044716121576,555588020650085,290092911657067
"08/29/2012",730723820641747,309058061233381,555675319993831,290105048865244
"08/30/2012",732010606089612,309453893004794,556587085230297,290374131058945
"08/31/2012",733328607091232,310083923592618,557339668051835,290752222813802
"09/01/2012",735103246070728,311849711148210,558523380316405,291931392058726
"09/02/2012",735964287865657,312038811894507,558936262949459,292057469094438
"09/03/2012",738381574211173,312627936813113,560702628537850,292426212894628
"09/04/2012",744706869630259,314252411804416,564291071853394,293559686842296
"09/05/2012",749530513035093,316367113943345,567070923454309,294928777709956
"09/06/2012",753942530576672,317320470530539,569426473973472,295584818250076
"09/07/2012",764374441199502,317649740451054,574513701262231,295782111267855
"09/08/2012",768664796875062,317675865018553,576679336497205,295799782244286
"09/09/2012",773854493610849,317676127052473,579783901434401,295799917303884
"09/10/2012",776699196629676,319363412054588,581838938484295,296977040024752
"09/11/2012",777965998771021,320063165371283,582725167843571,297421566877754
"09/12/2012",779254872894678,320405011627786,583625214905338,297642491060693
"09/13/2012",780216510232212,320969459693120,584272864613929,298131017145226
"09/14/2012",780967921216663,321360922351605,584739549048567,298356073615511
"09/15/2012",781314105066298,321378923650932,584992181009338,298367118681223
"09/16/2012",783165701274640,322090820474534,586355143133865,298852470814338
"09/17/2012",784476416707358,322533566143892,587230990035980,299089392725990
"09/18/2012",785724275915955,323746764399721,588032928300902,299874918046233
"09/19/2012",786210271513164,324061935606030,588367180156549,300094883274675
"09/20/2012",787698301707347,325549965800213,589451511509315,301179214627441
"09/21/2012",788513334263384,326364998356250,589995459520221,301723162638347
"09/23/2012",788561979532405,326413643625271,590028485892564,301756189010690
"09/24/2012",788585646704543,326437310797409,590045911089470,301773614207596
"09/25/2012",789531279052498,327382943145364,590652158244030,302379861362156
"09/26/2012",790902453033500,328754117126366,591579568127171,303307271245297
"09/27/2012",792712942796583,330025392215549,592789859160051,304107523502948
"09/28/2012",794302918274511,330563974672485,593917559289070,304450769792309
"09/29/2012",795340107292831,331601163690805,594632109736163,305165320239402
"09/30/2012",796455616934050,331668446391284,595468582105549,305209828371318
"10/01/2012",796776024886851,331988854344085,595682187415815,305423433681584
"10/02/2012",797276621839978,332489451297212,596028934380217,305770180645986
"10/03/2012",797872346628516,333085176085750,596418425437545,306159671703314
"10/04/2012",797896847144790,333109676602024,596431418896872,306172665162641
"10/05/2012",801949203792322,333750207170396,599335090310088,306510917868931
"10/06/2012",804130803781454,334196686823558,600876122732229,306747065946873
"10/07/2012",809349493935596,334521658858760,604774545918947,306917141523677
"10/08/2012",809855262924486,335027427847650,605048421696155,307191017300885
"10/09/2012",810406042972788,335567638613188,605343994048636,307479672329234
"10/10/2012",811122137443686,336283733084086,605755860538682,307891538819280
"10/11/2012",813612642381995,337631269091865,607385768306387,308666856797789
"10/12/2012",816251430489325,339344915566279,608985852111002,309576945188715
"10/13/2012",817743007065887,340266230440501,609888217396033,310054373524021
"10/14/2012",818737199770239,341260423144853,610409264440412,310575420568400
"10/15/2012",818902583683942,341425807058556,610503977096896,310670133224884
"10/16/2012",820070043169177,342593266543791,611226071154106,311392227282094
"10/17/2012",820805003128281,343318835337935,611635552179178,311796533931932
"10/18/2012",821519685519202,344032980478344,612128718748614,312289344565450
"10/19/2012",822629682201733,344573160870063,612833896474768,312678966338922
"10/20/2012",822786670964021,344730149632351,612939437890085,312784507754239
"10/21/2012",822959654015695,344903132684025,613039540255551,312884610119705
"10/22/2012",826993713412261,347228538139393,615106318688614,314006573531950
"10/23/2012",829241251154503,347905942836735,616198246518969,314406948997122
"10/24/2012",830512784368982,348428427170738,616971354745759,314766259462644
"10/25/2012",830663193342185,348578836143941,617075320383358,314870225100243
"10/26/2012",833667236861200,348989230931306,618438932142668,315158156723123
"10/27/2012",833995105523220,349126658185706,618597243491936,315235226374516
"10/28/2012",834131362081272,349262914743758,618688352806629,315326335689209
"10/29/2012",834608450232902,349740002895388,619004347706563,315642330589143
"10/30/2012",835444578939658,350576131602144,619456539099697,316094521982277
"10/31/2012",839560026166414,354691578828900,622026690729020,318664673611600
"11/01/2012",839618877695733,354750430358219,622067817321647,318705800204227
"11/02/2012",839976440192417,354774552757403,622212599142283,318719837624831
"11/03/2012",840121946542598,354920059107584,622310071266903,318817309749451
"11/04/2012",842685377837637,354961914209823,624252241509625,318841516344013
"11/05/2012",843635035395575,355098702192831,624962924707340,318924587944811
"11/06/2012",847308769960107,355602450102803,627592530507508,319263161488313
"11/07/2012",854873355918085,357861278966481,633080824810811,320814808604304
"11/08/2012",856801701921696,358225318917248,634285351699709,321092898527283
"11/09/2012",858646713972404,358546499824560,635438307434825,321263600559573
"11/10/2012",859179103865351,358554090272127,635842363634011,321274156137421
"11/11/2012",859474314432211,358591833882527,636065136713197,321305101922389
"11/12/2012",860970098781366,359074652023862,637116667323708,321583558323173
"11/13/2012",863074827831809,359788970544035,638307864184798,322000385947250
"11/14/2012",864514189907857,360045715695783,639326004821169,322168688258378
"11/15/2012",871584568476311,360241392722937,644419445012366,322310581290294
"11/16/2012",881056587568225,360838959807567,651194779728740,322713914975142
"11/17/2012",885566134656690,361387396486702,654169184199350,323013047316640
"11/18/2012",887755547202728,361406396911430,655689379491113,323045541113863
"11/19/2012",893622367870036,361788189349928,660054909801979,323247644809417
"11/20/2012",897913678181532,361893369317434,663321634414471,323317548598282
"11/21/2012",899028092756064,362064651642188,664096914501585,323420086113729
"11/22/2012",900068609998482,362436927693557,664589097273106,323668918833302
"11/23/2012",900563666086050,362705585794777,664877167366234,323860087738501
"11/24/2012",901546280085180,362936902695327,665630015454603,324047942084255
"11/25/2012",901547571194259,362938193804406,665631588236196,324049514865848
"11/26/2012",902681918111539,364072540721686,666384928739628,324802855369280
"11/27/2012",903273932770532,364363706994054,666698047552678,324996492027260
"11/28/2012",905487896227071,364442717046659,668170828863159,325049094352370
"11/29/2012",907553712223650,364760897442132,669326332309913,325263414257727
"11/30/2012",917143377515053,365937529832867,676330545325116,326019433521440
"12/01/2012",917351443603059,366075620491793,676468755148062,326125368176716
"12/02/2012",917695816534965,366419993423699,676605425746234,326262038774888
"12/03/2012",918800053307758,367116677442902,677278382467904,326723943961303
"12/04/2012",919719988033208,368036612168352,677789821006588,327235382499987
"12/05/2012",922215949279482,370532573414626,679175277821465,328620839314864
"12/06/2012",925492096502310,373808720637454,681071974271998,330517535765397
"12/07/2012",927043994078859,375360618214003,681934415087676,331379976581075
"12/08/2012",929472000471309,377788624606453,683176130495972,332621691989371
"12/09/2012",932372770658528,380398371740162,684752010286136,333982056445390
"12/10/2012",935115521446436,382818242906040,686297512516714,335283587988612
"12/11/2012",936708026634132,384410748093736,687270195994006,336256271465904
"12/12/2012",937879743301691,385545997319079,688004753484153,336973590995507
"12/13/2012",940414651707167,387955150480457,689826083535216,338729378624707
"12/14/2012",942254129280869,389164901025675,691020551529945,339602324348974
"12/15/2012",942391915749885,389302687494691,691123332591333,339705105410362
"12/16/2012",942706364563306,389309053024142,691359087421714,339713516677534
"12/17/2012",943568711040086,389717556638730,691859790265955,339976980686634
"12/18/2012",943900289346283,389732817961285,692037209442489,339987468071079
"12/19/2012",944830099844122,390073408122648,692513080389590,340155928413672
"12/20/2012",946082481057572,391214163498122,693204436466677,340800767751804
"12/21/2012",948087053619965,393218736060515,694461604053809,342057935338936
"12/22/2012",949147922144882,393519478632440,694991398579897,342241136050290
"12/23/2012",949384055428443,393755611916001,695134911673435,342384649143828
"12/24/2012",949608641399254,393974374646366,695285308763687,342531234470576
"12/25/2012",949760714963299,394126448210411,695392037846624,342637963553513
"12/26/2012",950369135254434,394624687849400,695768962377192,342942133945890
"12/27/2012",951656601147307,394652284265513,696366011919542,342961558693599
"12/28/2012",957545136877925,395338975246183,700122778407993,343337056961718
"12/29/2012",959116417174579,395655976753367,701193743406906,343483553824019
"12/30/2012",959396265788060,395656141162608,701405716487769,343484129697617
"12/31/2012",961639427162713,396951557605861,702617288733514,344259751561195
"01/01/2013",963225982994296,397152680067644,703356079987739,344382655507232
"01/02/2013",964949902866324,398876599939672,704516418118295,345542993637788
"01/03/2013",969855998448377,403474743196325,707170742979836,348061420003985
"01/04/2013",972427591870276,405198358315324,708524816676383,349029642073673
"01/05/2013",972441709321654,405212475766702,708533221785978,349038047183268
"01/06/2013",972839499626635,405610266071683,708793655605531,349298481002821
"01/07/2013",973197201064051,405866226192155,708993753081399,349450006830145
"01/08/2013",973573897675743,406221424456119,709250436891774,349692971469270
"01/09/2013",974730748773402,406595619563648,710092707008512,349945268269047
"01/10/2013",978195681178949,409947665699195,712111482762548,351891018140678
"01/11/2013",980716662788516,411857831910114,714114311219958,353453474267220
"01/12/2013",985188297050446,411859457669744,716216130868846,353454361759024
"01/13/2013",985760320350982,411936738162680,716498550069938,353505700408091
"01/14/2013",986271275319534,412416938327636,716835316886744,353827672255506
"01/15/2013",987054274378034,413150629171336,717371928504877,354341690462978
"01/16/2013",988955309167268,414121491511364,718455517827927,354906869067229
"01/17/2013",989059207025419,414205728089195,718520209354563,354960641452159
"01/18/2013",989811602957184,414939814661560,719003216080429,355436257797156
"01/19/2013",989875586943230,415003798647606,719047256136421,355480297853148
"01/20/2013",989914670744212,415042882448588,719070411294742,355503453011469
"01/21/2013",990072708203072,415200919907448,719170967807901,355604009524628
"01/22/2013",991029796480036,416158008184412,719831228185939,356264269902666
"01/23/2013",994077211185996,419205422890372,721342250797681,357775292514408
"01/24/2013",996499334516925,420758616037003,722706558016863,358668381863697
"01/25/2013",997128664579006,421107542027365,723069597262698,358870387111484
"01/26/2013",997694969631505,421673847079864,723413779916721,359214569765507
"01/27/2013",997918718874770,421897596323129,723563469158300,359364259007086
"01/28/2013",998180179363344,422159056811703,723744243459137,359545033307923
"01/29/2013",998810301126507,422789178574866,724187258263149,359988048111935
"01/30/2013",1000201259956581,423046870269829,724867520442525,360148284570470
"01/31/2013",1000545001524798,423280500029814,725096891749100,360320380734886
"02/01/2013",1005499976226737,424415301079725,727576246638281,361029340888764
"02/02/2013",1006844291424233,424426619177093,728303824970194,361038745277673
"02/03/2013",1009816017470961,424460060901090,729920769372618,361065831097503
"02/04/2013",1011566163803160,424746008803088,730871475048011,361241946945318
"02/05/2013",1013699932655789,425198885830659,731989531310290,361461748489595
"02/06/2013",1015650574810945,425668058460882,733084866165516,361771942093534
"02/07/2013",1019087231710117,425901319477248,735133775191057,361954921202619
"02/08/2013",1020302090664221,425974505000609,735793931154198,362005149843769
"02/09/2013",1022244652875957,426475774843466,736959447299384,362338045042398
"02/10/2013",1026283275583423,427063588597376,739726021706264,362697355622829
"02/11/2013",1027311685569306,427234433064531,740298101671464,362815936536825
"02/12/2013",1031307349194546,427382965212095,742492503554233,362945364660595
"02/13/2013",1035341237212898,428192665349697,744800234725756,363483536789241
"02/14/2013",1038388953128821,428941786586670,746538093967915,363989790992170
"02/15/2013",1055054648185069,444636663044342,757036894570841,374008428705401
"02/16/2013",1057031180332390,444990898253670,758074332740004,374245976585968
"02/17/2013",1058392074573651,445022165295906,758755126240486,374271085630160
"02/18/2013",1062856854280827,447827916187394,761470084510144,376173209172499
"02/19/2013",1063879847326884,447976853405532,762129694792382,376277127618819
"02/20/2013",1064169382863044,448266388941692,762331510779772,376478943606209
"02/21/2013",1064977663316210,449074669394858,762893343863590,377040776690027
"02/22/2013",1071182879568416,450162650941063,766308279787356,377776394309023
"02/23/2013",1071223245886801,450203017259448,766336519073419,377804633595086
"02/24/2013",1071448585558123,450428356930770,766483296089883,377951410611550
